Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2003-01-01,3.404726437869449,3.404726437869449,3.3744622317283888,3.382028102874756,27940,0.0,0.0
2003-01-02,3.40472674369812,3.4274250807316853,3.3820284066645554,3.40472674369812,44560,0.0,0.0
2003-01-03,3.3517641978050206,3.4198588481278875,3.3517641978050206,3.40472674369812,34800,0.0,0.0
2003-01-06,3.3895946392683527,3.4198588481278875,3.3895946392683527,3.40472674369812,71560,0.0,0.0
2003-01-07,3.3290646046872956,3.4047250900893054,3.3290646046872956,3.3971588611602783,89980,0.0,0.0
2003-01-08,3.3517641978050206,3.40472674369812,3.3517641978050206,3.40472674369812,57580,0.0,0.0
2003-01-09,3.238273287282221,3.442556858062744,3.238273287282221,3.442556858062744,71580,0.0,0.0
2003-01-10,3.4047250900893054,3.4274234160987347,3.366894666999474,3.3971588611602783,76340,0.0,0.0
2003-01-13,3.3895929930089035,3.4047250900893054,3.382026764079876,3.3971588611602783,72020,0.0,0.0
2003-01-14,3.3895929930089035,3.4274234160987347,3.3895929930089035,3.3971588611602783,16160,0.0,0.0
2003-01-15,3.1399132107934453,3.4047250900893054,3.1399132107934453,3.3971588611602783,36640,0.0,0.0
2003-01-16,3.5938778879824675,3.5938778879824675,3.3517638793331166,3.442556858062744,146660,0.0,0.0
2003-01-17,3.503085583379076,3.503085583379076,3.4047267247442314,3.412292957305908,50220,0.0,0.0
2003-01-20,3.412292976301918,3.4425571851614527,3.40472674369812,3.40472674369812,77560,0.0,0.0
2003-01-21,3.4728213940209876,3.4728213940209876,3.3517641978050206,3.40472674369812,58920,0.0,0.0
2003-01-22,3.329066221549283,3.4274250807316853,3.329066221549283,3.40472674369812,127460,0.0,0.0
2003-01-23,3.4047250900893054,3.4047250900893054,3.3744608959285016,3.3971588611602783,90000,0.0,0.0
2003-01-24,3.3517648140253953,3.707369874669493,3.3517648140253953,3.4879541397094727,152400,0.0,0.0
2003-01-27,3.4047267247442314,3.4425571659969645,3.3971604921825547,3.412292957305908,102460,0.0,0.0
2003-01-28,3.3895946203987033,3.4349909334352873,3.3593304117076475,3.412292957305908,106280,0.0,0.0
2003-01-29,3.366894666999474,3.4425555131791366,3.366894666999474,3.3971588611602783,65300,0.0,0.0
2003-01-30,3.3441967017676975,3.4047250900893054,3.3441967017676975,3.3971588611602783,43380,0.0,0.0
2003-01-31,3.4047250900893054,3.4122913190183324,3.3290646046872956,3.3971588611602783,127740,0.0,0.0
2003-02-03,3.3820280167630017,3.3971601194482446,3.366895914077759,3.366895914077759,4760,0.0,0.0
2003-02-04,3.4122930467672523,3.503085675220764,3.366896371762661,3.374462604522705,123640,0.0,0.0
2003-02-05,3.351764421036569,3.3971607373493207,3.351764421036569,3.359330654144287,24320,0.0,0.0
2003-02-06,3.495519603082542,3.495519603082542,3.3290664432691193,3.359330654144287,17460,0.0,0.0
2003-02-07,3.404726351179759,3.404726351179759,3.3290658377535443,3.366895914077759,9040,0.0,0.0
2003-02-10,3.3139336109161377,3.351763685823098,3.3139336109161377,3.3139336109161377,8020,0.0,0.0
2003-02-11,3.2155753023588702,3.3139341629000567,3.2155753023588702,3.2307074069976807,46380,0.0,0.0
2003-02-12,3.2155748734952185,3.2155748734952185,3.1399143603920643,3.1550464630126953,41120,0.0,0.0
2003-02-13,3.1550464630126953,3.1550464630126953,3.1550464630126953,3.1550464630126953,0,0.0,0.0
2003-02-14,3.177744108049044,3.2307066421350354,3.139914035797119,3.139914035797119,77780,0.0,0.0
2003-02-17,3.1399142952677734,3.260971113722006,3.1399142952677734,3.1853106021881104,15780,0.0,0.0
2003-02-18,3.2155747190729285,3.2155747190729285,3.1399142096032366,3.1701784133911133,34000,0.0,0.0
2003-02-19,3.1626118826061607,3.2155744146091183,3.1626118826061607,3.200442314147949,14980,0.0,0.0
2003-02-20,3.215574573149992,3.2912350791862064,3.215574573149992,3.2382729053497314,20640,0.0,0.0
2003-02-21,3.2155749797821045,3.2155749797821045,3.2155749797821045,3.2155749797821045,5100,0.0,0.0
2003-02-24,3.253404846150907,3.291234916914963,3.1928760835284984,3.200442314147949,10100,0.0,0.0
2003-02-25,3.200442002192741,3.200442002192741,3.1701778042203315,3.177743673324585,24880,0.0,0.0
2003-02-26,3.215574998166876,3.215574998166876,3.1777445597596756,3.2080087661743164,14500,0.0,0.0
2003-02-27,3.1020840257238267,3.3063675982262355,3.1020840257238267,3.1626124382019043,30440,0.0,0.0
2003-02-28,3.253405575578256,3.268537679432107,3.1399146162854676,3.1474804878234863,29980,0.0,0.0
2003-03-03,3.1399142952677734,3.2155748068016687,3.1399142952677734,3.1853106021881104,13320,0.0,0.0
2003-03-04,3.155046720139319,3.177744695531188,3.1399146162854676,3.1474804878234863,33020,0.0,0.0
2003-03-05,3.215574541078716,3.215574541078716,3.1247819347408,3.139914035797119,81380,0.0,0.0
2003-03-06,3.0869515187695145,3.155046154288114,3.0869515187695145,3.132347822189331,19620,0.0,0.0
2003-03-07,3.0112915024997053,3.2534055208676436,3.0112915024997053,3.06425404548645,28940,0.0,0.0
2003-03-10,3.1020835698270455,3.1172156707226804,2.996158863557603,3.041555166244507,56620,0.0,0.0
2003-03-11,3.0642538452944335,3.208008639707966,2.8978003557980516,3.102083921432495,99340,0.0,0.0
2003-03-12,3.1323477077686515,3.1323477077686515,3.0264230036583744,3.071819305419922,16280,0.0,0.0
2003-03-13,3.0264230653488724,3.041555166244507,3.0264230653488724,3.041555166244507,2080,0.0,0.0
2003-03-14,3.041555166244507,3.041555166244507,3.041555166244507,3.041555166244507,0,0.0,0.0
2003-03-17,2.9356310448787304,2.9961594605211266,2.9356310448787304,2.958329200744629,98360,0.0,0.0
2003-03-18,2.958329200744629,2.958329200744629,2.958329200744629,2.958329200744629,0,0.0,0.0
2003-03-19,2.9810268641537268,2.9810268641537268,2.905366176710745,2.9356305599212646,68040,0.0,0.0
2003-03-20,2.9507623748106035,3.003724724605788,2.897799844626559,2.9885926246643066,93380,0.0,0.0
2003-03-21,3.04912226310509,3.04912226310509,2.9885936619421045,3.00372576713562,23820,0.0,0.0
2003-03-24,2.9507623748106035,3.049121204819092,2.9507623748106035,2.9885926246643066,31700,0.0,0.0
2003-03-25,2.9431974112105346,2.973461622264393,2.93563135844707,2.950763463973999,12100,0.0,0.0
