Date,Close
2003-01-01,3.382028102874756
2003-01-02,3.40472674369812
2003-01-03,3.40472674369812
2003-01-06,3.40472674369812
2003-01-07,3.3971588611602783
2003-01-08,3.40472674369812
2003-01-09,3.442556858062744
2003-01-10,3.3971588611602783
2003-01-13,3.3971588611602783
2003-01-14,3.3971588611602783
2003-01-15,3.3971588611602783
2003-01-16,3.442556858062744
2003-01-17,3.412292957305908
2003-01-20,3.40472674369812
2003-01-21,3.40472674369812
2003-01-22,3.40472674369812
2003-01-23,3.3971588611602783
2003-01-24,3.4879541397094727
2003-01-27,3.412292957305908
2003-01-28,3.412292957305908
2003-01-29,3.3971588611602783
2003-01-30,3.3971588611602783
2003-01-31,3.3971588611602783
2003-02-03,3.366895914077759
2003-02-04,3.374462604522705
2003-02-05,3.359330654144287
2003-02-06,3.359330654144287
2003-02-07,3.366895914077759
2003-02-10,3.3139336109161377
2003-02-11,3.2307074069976807
2003-02-12,3.155046463012696
2003-02-13,3.155046463012696
2003-02-14,3.139914035797119
2003-02-17,3.1853106021881104
2003-02-18,3.1701784133911133
2003-02-19,3.200442314147949
2003-02-20,3.2382729053497314
2003-02-21,3.2155749797821045
2003-02-24,3.200442314147949
2003-02-25,3.177743673324585
2003-02-26,3.2080087661743164
2003-02-27,3.1626124382019043
2003-02-28,3.1474804878234863
2003-03-03,3.1853106021881104
2003-03-04,3.1474804878234863
2003-03-05,3.139914035797119
2003-03-06,3.132347822189331
2003-03-07,3.06425404548645
2003-03-10,3.041555166244507
2003-03-11,3.102083921432495
2003-03-12,3.071819305419922
2003-03-13,3.041555166244507
2003-03-14,3.041555166244507
2003-03-17,2.958329200744629
2003-03-18,2.958329200744629
2003-03-19,2.9356305599212646
2003-03-20,2.988592624664306
2003-03-21,3.00372576713562
2003-03-24,2.988592624664306
2003-03-25,2.950763463973999
2003-03-26,2.950763463973999
2003-03-27,2.950763463973999
2003-03-28,2.905366897583008
2003-03-31,2.837271451950073
2003-04-01,2.8448379039764404
2003-04-02,2.852404356002808
2003-04-03,2.905366897583008
2003-04-04,2.988592624664306
2003-04-07,2.988592624664306
2003-04-08,2.943197011947632
2003-04-09,2.943197011947632
2003-04-10,2.9129323959350586
2003-04-11,2.928064107894897
2003-04-14,2.928064107894897
2003-04-15,2.928064107894897
2003-04-16,2.890234470367432
2003-04-17,2.905366897583008
2003-04-18,2.905366897583008
2003-04-21,2.973460912704468
2003-04-22,2.996159076690674
2003-04-23,3.223140239715576
2003-04-24,3.223140239715576
2003-04-25,3.586311817169189
2003-04-28,3.8738224506378174
2003-04-29,3.714933872222901
2003-04-30,3.783029079437256
2003-05-01,3.783029079437256
2003-05-02,3.783029079437256
2003-05-05,3.737633466720581
2003-05-06,3.722499847412109
2003-05-07,3.820859909057617
2003-05-08,3.9646146297454834
2003-05-09,4.1386332511901855
2003-05-12,4.221860885620117
2003-05-13,4.403446197509766
2003-05-14,4.4866719245910645
2003-05-15,4.395879745483398
2003-05-16,4.342917919158936
2003-05-19,4.501805305480957
2003-05-20,4.516937255859375
2003-05-21,4.494239330291748
2003-05-22,4.849844932556152
2003-05-23,5.01629638671875
2003-05-26,5.107089519500732
2003-05-27,5.06169319152832
2003-05-28,4.978466510772705
2003-05-29,4.940636157989502
2003-05-30,4.993598937988281
2003-06-02,4.986032962799072
2003-06-03,5.001165390014648
2003-06-04,4.925504684448242
2003-06-05,4.842277526855469
2003-06-06,4.706088542938232
2003-06-09,4.842277526855469
2003-06-10,4.721220970153809
2003-06-11,4.864976406097412
2003-06-12,5.054126262664795
2003-06-13,5.318938732147217
2003-06-16,5.424864292144775
2003-06-17,5.364335536956787
2003-06-18,5.2584099769592285
2003-06-19,5.197882175445557
2003-06-20,5.265977382659912
2003-06-23,5.2584099769592285
2003-06-24,5.23571252822876
2003-06-25,5.288675308227539
2003-06-26,5.2584099769592285
2003-06-27,5.23571252822876
2003-06-30,5.349203109741211
2003-07-01,5.34163761138916
2003-07-02,5.697240829467773
2003-07-03,6.039231777191162
2003-07-04,6.412312030792236
2003-07-07,6.559987545013428
2003-07-08,6.738758087158203
2003-07-09,6.598851680755615
2003-07-10,6.536673069000244
2003-07-11,6.715438365936279
2003-07-14,6.987478256225586
2003-07-15,6.55221700668335
2003-07-16,6.971932411193848
2003-07-17,6.909751892089844
2003-07-18,7.026340007781982
2003-07-21,6.995250701904297
2003-07-22,6.839799404144287
2003-07-23,7.026340007781982
2003-07-24,7.01856803894043
2003-07-25,7.01856803894043
2003-07-28,6.917524337768555
2003-07-29,6.940842151641846
2003-07-30,6.987478256225586
2003-07-31,6.987478256225586
2003-08-01,6.933070182800293
2003-08-04,7.08851957321167
2003-08-05,7.01856803894043
2003-08-06,7.111837387084961
2003-08-07,7.197335720062256
2003-08-08,7.243967533111572
2003-08-11,7.174018383026123
2003-08-12,7.150699138641357
2003-08-13,7.142926216125488
2003-08-14,7.072975158691406
2003-08-15,7.072975158691406
2003-08-18,7.072975158691406
2003-08-19,7.04965877532959
2003-08-20,6.832026481628418
2003-08-21,6.575533866882324
2003-08-22,6.466720581054688
2003-08-25,6.55221700668335
2003-08-26,6.614397048950195
2003-08-27,6.65325927734375
2003-08-28,6.575533866882324
2003-08-29,6.4278564453125
2003-09-01,6.451174259185791
2003-09-02,6.280179500579834
2003-09-03,6.412312030792236
2003-09-04,6.280179500579834
2003-09-05,6.287952423095703
2003-09-08,6.319043159484863
2003-09-09,6.249090194702148
2003-09-10,6.140275001525879
2003-09-11,6.256861209869385
2003-09-12,6.217998504638672
2003-09-15,6.116958618164063
2003-09-16,6.186910152435303
2003-09-17,6.225772380828857
2003-09-18,6.217998504638672
2003-09-19,6.225772380828857
2003-09-22,6.350133419036865
2003-09-23,6.381222248077393
2003-09-24,6.388995170593262
2003-09-25,6.396766185760498
2003-09-26,6.458948612213135
2003-09-29,6.513355255126953
2003-09-30,6.583308219909668
2003-10-01,6.692122936248779
2003-10-02,6.692122936248779
2003-10-03,6.800936698913574
2003-10-06,6.925296306610107
2003-10-07,7.096292495727539
2003-10-08,7.181787967681885
2003-10-09,7.150699138641357
2003-10-10,7.166247844696045
2003-10-13,7.52377986907959
2003-10-14,7.694774150848389
2003-10-15,8.044537544250488
2003-10-16,8.495343208312988
2003-10-17,8.604157447814941
2003-10-20,8.674107551574707
2003-10-21,8.106719017028809
2003-10-22,7.756953716278076
2003-10-23,8.021220207214355
2003-10-24,8.332122802734375
2003-10-27,8.246621131896973
2003-10-28,8.14557933807373
2003-10-29,7.966812610626221
2003-10-30,8.262166023254395
2003-10-31,8.891739845275879
2003-11-03,8.798470497131348
2003-11-04,8.39430046081543
2003-11-05,8.604157447814941
2003-11-06,8.518658638000488
2003-11-07,8.534202575683594
2003-11-10,9.334772109985352
